6dd07bec-f41c-441c-b40f-f70a68d39802,5531b2a1a168e8d670d0f8d4,GoodSense_BestFiberPowderFiberSupplement,calories,15.0,fat,0.0,carbohydrate,4.0,fiber,3.0,protein,0.0
e1fcff1a-f97d-483c-914a-5b00ee767d03,51c3d1bb97c3e6d8d3b516dc,RedIsland_OliveOilExtraVirginColdPressedBreadSalads,calories,130.0,fat,14.0,carbohydrate,0.0,fiber,0.0,protein,0.0
76865b75-9056-48a8-9d70-4a2d85e31522,551cef1cb2bfc1d23ea5e3bd,Libbys_CornWholeKernelSweet,calories,60.0,fat,1.5,carbohydrate,9.0,fiber,2.0,protein,2.0
d0866899-3e09-4a19-a7ef-160766b3e05a,54e61dca1a6a53800e603efa,CaveMan_ChickenJerky,calories,60.0,fat,1.5,carbohydrate,2.0,fiber,0.0,protein,12.0
643a6960-ade9-4c1c-a8d0-261322cffcaf,51d2f830cc9bff111580c6bb,CaliforniaPizzaKitchenGrocery_PizzaCrispyThinCrustHawaiianRecipe,calories,350.0,fat,12.0,carbohydrate,43.0,fiber,2.0,protein,18.0
54994e84-053e-4b7b-9434-81d3003515e9,51c37bca97c3e6d272824d94,Meijer_CottageCheeseLargeCurd4MilkfatMin,calories,110.0,fat,5.0,carbohydrate,4.0,fiber,0.0,protein,13.0
9d83c9b4-1f83-4c97-9fa7-8a5e3bee5e8e,51c3efe397c3e6de73cbc26b,CafeCremes_CappuccinoSandwichCookies,calories,160.0,fat,8.0,carbohydrate,22.0,fiber,0.0,protein,1.0
10d3eaad-0f9a-4231-a965-5f7479817bfc,55809f55f68876652aad365d,Usana_NutrimealNutritiousMealReplacementShakeFrenchVanilla,calories,240.0,fat,7.0,carbohydrate,35.0,fiber,8.0,protein,15.0
35410bd9-e9ba-4b4b-99da-5214d185574a,54fdbc040ff3284f1acc5199,MuMuMuesli_CerealFlaxSeedsDatesAlmondsRaisinsCranberriesCoconut,calories,210.0,fat,6.0,carbohydrate,34.0,fiber,8.0,protein,7.0
018833d9-70f7-4151-9bbf-0b3e4694ccff,546a0899eda64c0d62056428,SimplyToGo_CheeseGrapesSnack,calories,270.0,fat,19.0,carbohydrate,11.0,fiber,0.0,protein,15.0
b47b9574-f115-4ed3-a81b-c06cf821111e,5550ec994619d01249e45b36,Montchevre_GoatMilkFetaCrumbled,calories,70.0,fat,6.0,carbohydrate,1.0,fiber,0.0,protein,4.0
1dc61240-d115-4b6f-baed-8883876a8731,51c5478b97c3e6efadd5ef66,DeBoles_PastaOrganicSpaghettiMadeWJerusalemArtichokeFlour8Oz,calories,210.0,fat,1.0,carbohydrate,43.0,fiber,1.0,protein,7.0
40e7f598-05eb-4606-929f-eef062d7c446,51d2fdb0cc9bff111580ebd8,JellO_ReducedCaloriePuddingPieFillingChocolate,calories,30.0,fat,0.0,carbohydrate,7.0,fiber,0.5,protein,0.5
0b8a26cc-f776-4107-b360-fb30d449da03,5527cf5a15e511601d31f51d,StaterBros_WheatRolls,calories,70.0,fat,1.0,carbohydrate,13.0,fiber,1.0,protein,2.0
70a6a8b8-8d36-4bf7-94d9-6ca5c0a5e977,54fe2c2a4e9d7e6f76e3f56a,ButterBraid_BraidedPastryCherry,calories,150.0,fat,4.5,carbohydrate,25.0,fiber,0.5,protein,3.0
f5d6baef-2099-4785-ade9-ce79b98711a9,51c3ba4c97c3e6d8d3b4606c,SnakClub_CandyAssortedFruitSnackSize,calories,60.0,fat,0.0,carbohydrate,15.0,fiber,0.0,protein,0.0
cd67b31d-2763-4b19-8b6c-59017dc3bc07,51c3bd1b97c3e6d8d3b47491,LeaPerrins_MarinadeinABagCrackedPeppercorn,calories,15.0,fat,0.0,carbohydrate,4.0,fiber,0.0,protein,0.0
