9d6ce49c-6528-4d9a-ad6c-c6bde81abb0b,54e61dca1a6a53800e603efa,CaveMan_ChickenJerky,calories,60.0,fat,1.5,carbohydrate,2.0,fiber,0.0,protein,12.0
c2acc3a2-1c0f-4e50-b75f-fe5b7f5fd3d5,51d2f830cc9bff111580c6bb,CaliforniaPizzaKitchenGrocery_PizzaCrispyThinCrustHawaiianRecipe,calories,350.0,fat,12.0,carbohydrate,43.0,fiber,2.0,protein,18.0
4c242303-1381-4419-b726-99ce7c4cb4eb,51c37bca97c3e6d272824d94,Meijer_CottageCheeseLargeCurd4MilkfatMin,calories,110.0,fat,5.0,carbohydrate,4.0,fiber,0.0,protein,13.0
ac47bfe0-fb1b-4c0c-bd72-574820356bb5,51c3efe397c3e6de73cbc26b,CafeCremes_CappuccinoSandwichCookies,calories,160.0,fat,8.0,carbohydrate,22.0,fiber,0.0,protein,1.0
42f456e6-eda1-434a-89c3-cd341edecf03,55809f55f68876652aad365d,Usana_NutrimealNutritiousMealReplacementShakeFrenchVanilla,calories,240.0,fat,7.0,carbohydrate,35.0,fiber,8.0,protein,15.0
4294c0d4-6935-40d0-b046-e9684ca8fac6,54fdbc040ff3284f1acc5199,MuMuMuesli_CerealFlaxSeedsDatesAlmondsRaisinsCranberriesCoconut,calories,210.0,fat,6.0,carbohydrate,34.0,fiber,8.0,protein,7.0
ee91f3b0-6613-4b84-88e5-c0cbeb28815c,546a0899eda64c0d62056428,SimplyToGo_CheeseGrapesSnack,calories,270.0,fat,19.0,carbohydrate,11.0,fiber,0.0,protein,15.0
162efa36-e5f7-440b-a279-af21f76e6819,5550ec994619d01249e45b36,Montchevre_GoatMilkFetaCrumbled,calories,70.0,fat,6.0,carbohydrate,1.0,fiber,0.0,protein,4.0
ca9f0004-df72-43bb-9153-1164ce74d615,51c5478b97c3e6efadd5ef66,DeBoles_PastaOrganicSpaghettiMadeWJerusalemArtichokeFlour8Oz,calories,210.0,fat,1.0,carbohydrate,43.0,fiber,1.0,protein,7.0
70eda5c0-e313-4140-9d3a-2c848f1e366d,51d2fdb0cc9bff111580ebd8,JellO_ReducedCaloriePuddingPieFillingChocolate,calories,30.0,fat,0.0,carbohydrate,7.0,fiber,0.5,protein,0.5
